Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
New ML,9281402,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,3-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Kamal
Level Up,61372925197,America/Chicago,Data Engineering Interview Prep Program,Data Engineering Interview Prep - Mid-April 2026,3-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arshia
New ML,201049778841,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,3-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
New ML,203709809478,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,3-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Anwesh
Advanced ML,212596800395,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,3-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
Level Up,213101644452,America/Los_Angeles,Test Engineering (W/o System Design) Interview Prep Program,Test Engineering DSA Interview Prep - Early-May 2026,3-Apr-2026,Refunded,has_paid_in_full,Refunded,PAYPAL,Onboarded,Upfront Payment,Arshia
Advanced ML,213315153798,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,3-Apr-2026,Refunded,Refunded,Refunded,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Anjali
Advanced ML,9557064,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Samarth
EdgeUp,200403186546,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-April 2026,4-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Arush
EdgeUp Step Up,205106674214,America/Los_Angeles,EdgeUp 2026 Fullstack StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Sudhanshu
New ML,213121228062,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,4-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Samarth
Agentic SkillUp,9281454,America/Los_Angeles,AI Engineering,Applied Agentic AI for SWEs - Early-May 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Suraj
EdgeUp,31906600055,America/Los_Angeles,EdgeUp Frontend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - Early-May 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Anwesh
EdgeUp,9626337,America/Los_Angeles,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-May 2026,6-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sharon
Advanced ML,187867719834,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,6-Apr-2026,FULL_PAYMENT_PAID,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
EdgeUp,189753099626,America/Los_Angeles,EdgeUp Frontend LevelUp Program (with Agentic AI),EdgeUp LevelUp Cohort,5-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Invalid,STRIPE_MANUAL_PAYMENT,VM - 4 Attempts,Upfront Payment,SSA
Agentic SkillUp,210917716404,America/Chicago,Applied Agentic AI Program for PM/TPM,Applied Agentic AI - Early-May 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Manish
New ML,212801205096,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,5-Apr-2026,OPENED,has_time_to_pay,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Anjali
EdgeUp,212863390847,America/New_York,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Data Engineering Interview Prep - Mid-April 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Arush
AI/DS SwitchUp,212903472741,America/Los_Angeles,AI Data Science SwitchUp Program,AI Data Science SwitchUp - Early-August 2026,5-Apr-2026,ENROLLED_WITH_NO_DUES,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Pragya
EdgeUp Step Up,213242742439,America/Los_Angeles,EdgeUp 2026 Site Reliability Engineering & DevOps StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,5-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Nishtha
Paid Upgrade,213313574718,America/Chicago,Technical Program Manager Interview Preparation Pathway,TPM Interview Prep Pathway - End-April 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Kamal
New ML,213706969778,America/New_York,Machine Learning Program (with Agentic AI),"Machine Learning Program - 2nd Mid-April 2026",5-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anjali
EdgeUp,9636035,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arush
Agentic SkillUp,14238591,America/Chicago,Applied Agentic AI Program for EM,Applied Agentic AI - 2nd Mid-April 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,KLARNA,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,82783846566,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-April 2026,6-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Zeeshan
EdgeUp Step Up,83061196604,America/Chicago,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arush
EdgeUp,113912430912,America/New_York,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for SWEs - Mid-April 2026
",6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,126633878677,US/Pacific,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Nishtha
EdgeUp,153399465778,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Zeeshan
EdgeUp,154565722491,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-May 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sudhanshu
EdgeUp Step Up,183114631694,America/Chicago,EdgeUp 2026 Machine Learning StepUp Program (with Agentic AI Interview Prep),EdgeUp StepUp Cohort,7-Apr-2026,DEPOSIT_PAID,Refunded,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,Incomplete OB ,Flexipay,Arush
Level Up,206776408409,America/Denver,Backend Engineering Interview Prep Program,Backend Interview Prep - End-January 2027,6-Apr-2026,ENROLLED,has_time_to_pay,Fully Paid,STRIPE_CARD,Onboarded,Non-Upfront Payment,SSA
EdgeUp Step Up,207909453933,America/Chicago,EdgeUp 2026 Data Analyst & Business Analyst StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-June 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Safoora
EdgeUp,211123996293,America/New_York,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-April 2026,7-Apr-2026,ENROLLED,dropped out,Dropped Out,STRIPE_CARD,Onboarded,Non-Upfront Payment,Zeeshan
New ML,211367318636,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,7-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
New ML,213667642170,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Anwesh
EdgeUp Step Up,213684462145,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),"
Applied Agentic AI for SWEs - Mid-April 2026",6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sharon
Advanced ML,213685918986,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,6-Apr-2026,DEPOSIT_PAID,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Samarth
Level Up,213715057771,America/New_York,Data Engineering Interview Prep Program,Data Engineering Interview Prep - 2nd Mid-April 2026,6-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Ajil
Agentic SkillUp,9587202,America/Los_Angeles,AI Engineering,Applied Agentic AI for SWEs - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,Upfront Payment,Sudhanshu
EdgeUp,9591994,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),"Applied Agentic AI for EM's - 2nd Mid-April 2026
",7-Apr-2026,ENROLLED,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Safoora
New ML,118382201,US/Pacific,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Arshia
Agentic SkillUp,237839751,America/Los_Angeles,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Sudhanshu
EdgeUp Step Up,541238201,America/New_York,EdgeUp 2026 Backend StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-July 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
EdgeUp,90968850231,America/Cancun,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-April 2026,7-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,185161620252,America/New_York,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),"
Applied Agentic AI - 2nd Mid-April 2026",8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
Agentic SkillUp,206755561649,America/Chicago,Applied Agentic AI Program for PM/TPM,Applied Agentic AI - 2nd Mid-April 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,212485877031,America/New_York,EdgeUp Site Reliability Engineering & DevOps StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-April 2026,7-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp,213035352170,America/Los_Angeles,EdgeUp Machine Learning LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,Suraj
New ML,213062399003,America/Denver,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,8-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Fully Paid,0_PERCENT_APR_FLEXIPAY,Onboarded,Upfront Payment,Arshia
New ML,213091713095,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Samarth
EdgeUp Step Up,213362214711,America/Chicago,EdgeUp 2026 Engineering Management StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Zeeshan
EdgeUp,213564642702,America/Los_Angeles,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - End-April 2026,7-Apr-2026,FULL_PAYMENT_PAID,Refunded,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Nishtha
Step Up,213915067317,America/New_York,Backend Interview Prep Fast Track Program,Self-Paced Backend FastTrack,8-Apr-2026,Refunded,has_paid_in_full,Refunded,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
Step Up,9249851,US/Pacific,Engineering Management Interview Prep Fast Track Program,Self-Paced Engineering Management FastTrack,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Arshia
EdgeUp,194264351,America/Chicago,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
EdgeUp,52112801,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded Via Calendly,Upfront Payment,Safoora
New ML,129288408626,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - 2nd End-May 2026,9-Apr-2026,Refunded,Refunded,Refunded,CLIMBCREDIT,VM - 4 Attempts,Upfront Payment,Disha
Advanced ML,134064440149,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,8-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Invalid,CLIMBCREDIT,Invalid,Upfront Payment,Disha
Agentic SkillUp,189439493293,America/Chicago,Applied Agentic AI Program,Applied Agentic AI for EM's - 2nd Mid-April 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,KLARNA,Onboarded,Upfront Payment,Archi
EdgeUp Step Up,192110630496,America/Los_Angeles,EdgeUp 2026 Technical Program Manager StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-June 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Sudhanshu
EdgeUp Step Up,193521775171,America/Los_Angeles,EdgeUp 2026 Data Engineering StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Mid-April 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sudhanshu
Step Up,197556515117,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,Self-Paced TPM FastTrack,9-Apr-2026,ENROLLED,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Anwesh
EdgeUp,204608198478,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-April 2026,8-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Nishtha
EdgeUp,211815967756,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-April 2026,9-Apr-2026,FULL_PAYMENT_PAID,Dispute lost,Dispute Lost,PAYPAL,Onboarded,Upfront Payment,Zeeshan
Advanced ML,213228746638,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2025,9-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Pragya
Agentic SkillUp,203281862317,America/New_York,Applied Agentic AI Program for SWEs ,Applied Agentic AI for SWEs - Early-May 2026,7-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Archi
EdgeUp,9270412,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-April 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded Via Calendly,Upfront Payment,Nishtha
EdgeUp Step Up,9290286,America/New_York,EdgeUp 2026 Product Manager (Tech) StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI - 2nd Mid-April 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Manish
EdgeUp,9292066,America/New_York,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-June 2026,10-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Archi
EdgeUp,78658242924,America/Los_Angeles,EdgeUp 2026 Security Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-April 2026,9-Apr-2026,ENROLLED,has_time_to_pay,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Non-Upfront Payment,Sudhanshu
EdgeUp Step Up,9641385,America/New_York,EdgeUp 2026 Android StepUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - Early-May 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_CARD,Onboarded,Upfront Payment,Zeeshan
EdgeUp,171062402846,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),EdgeUp LevelUp Cohort,10-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,Upfront Payment,SSA
Advanced ML,189470436265,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Sanjana
EdgeUp,207865528327,America/New_York,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),"Applied Agentic AI for EM's - 2nd Mid-May 2026
",9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,ACH_TRANSFER,Onboarded,Upfront Payment,Safoora
EdgeUp Step Up,209291773745,America/New_York,EdgeUp Data Engineering StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-April 2026,9-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Manish
Advanced ML,214155732634,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-May 2026,9-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Kamal
EdgeUp,214260271199,America/New_York,EdgeUp 2026 Security Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - 2nd Mid-April 2026,9-Apr-2026,FULL_PAYMENT_PAID,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,Archi
Fast Track ML,214436563637,America/Chicago,Fast Track Machine Learning Program, Fast Track Machine Learning Program,9-Apr-2026,DEPOSIT_PAID,Flexipay_has_time_to_pay,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,Flexipay,Sanjana
Step Up,203021411439,America/Los_Angeles,Early Engineering Fast Track Program,Self-Paced Early Engineering FastTrack,10-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,	KLARNA	,Onboarded,Upfront Payment,Sanjana
Advanced ML,214000373649,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - 2nd End-March 2026,10-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,PAYPAL,Onboarded,Upfront Payment,Ajil
EdgeUp,62168517537,America/Los_Angeles,EdgeUp Backend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-April 2026 ,10-Apr-2026,ENROLLED_WITH_NO_DUES,has_paid_in_full,Fully Paid,CLIMBCREDIT,Onboarded,Upfront Payment,SSA
